text	label
"""警报器""指女服务员最重要的是女孩虚心的个性。"	[]
"猫头鹰也许是""警报器""的商标，但它真实的商标是它里面的女服务员。"	[]
她们有美好的身材，性感的穿紧身白色T恤杉及开了高叉的短裤。	[]
"年轻和活跃的""警报器女孩""有吸引力，因而增加餐馆的顾客。"	[]
警报器提供顾客地道美国食物,包括汉堡,沙拉,鸡翼，可口盘和啤酒。	[]
多数顾客来警报器不是由于一个空的胃,是想观看女服务员，轻松地与讲流利英语的，充分地训练好的女服务员聊天。	[26, 6]
自动电唱机广播50年代和60年代的音乐,体育节目也在电视屏幕上。	[]
年轻性感的女服务员，有的陪同客人吃可口盘，有的陪客人饮啤酒；	[]
有的在附近漫步，如果客人的啤酒杯没有啤酒，女服务员会为客人装满。	[]
有的停下来陪客人聊天，有的陪客人唱歌。	[]
虽然传统建议年轻中国妇女是谦虚的,窘态或胆怯不在女服务员的面孔。	[]
女服务员超过百分之90是上海的女大学生，半日工作。	[]
尽管薪水是8元一小时，女服务员说她们喜欢在这里工作，她们能与顾客聊天但经理不会责骂，有机会实践英语及其它语言和学会怎么与其他人交通，也可赢得零用钱。	[]
"在经济发展迅速的上海，青年人之中现吹嘘""性的公开""。"	[]
"""警报器""的投资者打赌""警报器女孩""将被接纳。"	[]
"""警报器""指他们的工作计划是非常灵活的。"	[]
餐馆并且宣布了它以后将为女服务员提供在美国接受培训班进修还包括奖学金的机会。	[]
文艺复兴时期的艺术家兼发明家达芬奇的秘密工场曝光！	[]
考古学家声称，在意大利佛罗伦斯市中心SantissimaAnnunziata大教堂附近，一间前身是修道院、现为意大利军事地理学院的建筑物内发现一个秘密工场，相信就是达芬奇研究飞行器及其他先驱科学的所在；	[]
这也可能是达芬奇开始创作名画《蒙罗丽莎》的「发源地」。	[]
专家称，一队修复人员无意中发现了一扇暗门，从而发现了达芬奇在1500年的秘密工场。	[]
该工场连住宿处在内共包括5个房间，分布两层楼。	[]
这些房间的墙上仍留有达芬奇作品的蛛丝马迹；	[]
考古学家指这些壁画与达芬奇作品有「惊人的关联」。	[]
修复人员表示，工场内一面墙上发现了研究雀鸟飞行的湿壁画，还有一幅圣母像。	[]
该些图像可能是达芬奇的学生所画，但「明显反映了达芬奇的研究」。	[]
此前，外界只肯定达芬奇在佛罗伦斯曾专注于昆虫研究。	[]
而据考究，达芬奇的父亲在1497年曾代表「秘密工场」所在的修道院进行法律诉讼；	[19]
而达芬奇则在1500或1501年间离开该修道院。	[26]
此外，专家相信《蒙罗丽莎》是于1500年至1504年期间绘画，而画中人物是富商弗朗切斯科．德尔焦孔多之妻蒙罗丽莎．盖拉尔迪尼，而德尔焦孔多也是达芬奇之父在上述诉讼中代表的与讼人；	[19]
相信达芬奇就是在那时萌生创作《蒙罗丽莎》的灵感，并在日后完成该画作。	[]
然而，研究达芬奇的专家对该发现抱审慎态度。	[]
他指有关发现尚待进一步确认。	[]
中国提出修建连接北京与台北高速公路的远期构想。	[]
中国宣布一项雄心勃勃的远期规划，计画兴建一条高速公路连接大陆与200公里外的台湾。	[]
如果落实，那将成为一大新的世界奇观。	[]
交通部表示中国将在今后20-30年内投资2兆（万亿）元人民币，建设34条高速公路，其中一条会专门把台北与大陆连接起来，叫北京-台北高速路。	[]
台湾海岛坐在离大陆沿海的附近大约200公里。	[]
中国大陆和台湾目前还没有直接的交通联系。	[]
交通部表示可以用建设隧道等方法把台北与大陆连接起来。	[]
在实现两岸「三通」后，这条「高速公路」的一部分可能采用渡轮运送人流车辆的方式。	[26]
不管是建桥还是修隧道，那都将是想像力、工程技术和政治魄力的巨大飞越。	[]
此项工程还必须承受该地区强烈地震和频繁台风的考验。	[]
根据官员说全国高速公路网络计划最近被国务院批准。	[]
官员说中国必须适当地处理地方,都市和农村发展，人口分布之间的关系，要符合环境保护和经济增长。	[]
完成以后,高速公路可帮助台湾、香港和中国大陆的竞争力及居民的生活环境升级，将连接所有省大等中等城市，网络超过十亿人。	[]
在高速公路建筑过程中，更好利用土地资源可防止环境损伤。	[]
计划的高速公路网络将舒展对香港和澳门,和包括珠海，澳门桥梁。	[]
二个特别行政区（SARs）显示了巨大兴趣。	[]
北韩告诉参观的美国国会代表团，它准备好返回到六党核谈话。	[]
在北韩平壤，美国国会代表团结束了与资深共产主义官员的谈话。	[6]
北韩说如果华盛顿不诽谤及攻击极权北韩领导人金正日，北韩和美国将成为朋友。	[]
"美国小组带领称旅行""巨大成功,""并且说看上去北韩在以后几周已准备好在汉城谈判。"	[6]
美国,南北韩,中国,日本和俄国奋斗安排六党新一轮谈话，以说服北韩摒弃它的核武器计划。	[6]
随学校到内地交流后在深圳离奇失踪的十五岁中四男生许景霖，前日在广州被公安寻回。	[26]
消息透露，男童今次擅自离队据讲是为与ICQ女网友约会，并携同一千五百元的零用钱，与小女友在内地玩足廿三日，最后被广州公安认出，才乖乖地向其二叔及父母和盘托出。	[6]
由于事件早已震惊中港两地有关执法部门，男童父母昨日竟悄悄赴广州接回儿子后，才通知香港警方及返港销案，其后透过立法会议员向外转述男童失踪的另一版本，令事件更耐人寻味。	[26, 26]
美军法庭经过四日聆讯后裁定，伊拉克阿布格雷布监狱虐囚事件主犯的美军宪兵格拉纳（CharlesA.GranerJr.）有罪。	[20, 12]
格拉纳则否认自己有罪，并说他不过是在奉命行事。	[12]
他的律师辩护时指，军方情报人员要求他们协助打击囚犯的心理防线，以便进行审讯。	[20]
目前法庭尚未对他做出宣判，不过36岁的格拉纳最多可能被判处长达17年半的有期徒刑。	[18, 18]
格拉纳被控命令赤身裸体的囚犯躺在一堆组成人肉金字塔，以及命令囚犯们自己手淫让士兵们拍照。	[11]
格拉纳还被控殴打一名伊拉克囚犯的头部导致他昏倒，并用金属棒敲打一名受伤的囚犯。	[11]
目前还有两名监狱看守等待接受审判，而监狱文员二等兵英格兰也尚未受审。	[20, 20]
英格兰去年生下一个孩子，据信格拉纳可能是这孩子的父亲。	[21]
英国剑桥郡一名业余军事专家近日正在网站ebay公然拍卖「大杀伤力武器」部件──一整套飞毛腿导弹连同流动汽车发射台，目标售价为2.25万镑（约33万港元），不过先此声明，导弹本身已被「解除武装」，失去了破坏力，恐怖分子即使购得也无用。	[32, 32]
导弹内部零件已拆飞毛腿导弹在91年海湾战争中，是伊拉克的重要武器，其弹头可用来运载生化核武。	[]
39岁的摩尔表示，这套相信来自乌克兰的飞毛腿导弹连发射台，导弹本身卖3500镑，流动发射车则卖1.9万镑，后者仍能正常操作。	[]
他表示，自从美苏80年代同意大幅裁减销_弹道导弹后，这个流动发射车，可能已是目前唯一落入民间的同类装置。	[]
不过他也同时忠告买家，此车耗油奇大。	[]
购自电视台本身主要是做古典车买卖的摩尔表示，这套装置是从英国一间地方电视道具公司买来的，而该公司则是在年半前于英国肯特郡一个名为「战争与和平」的展销会中购下它的。	[32, 32, 32]
由于流动发射车的引擎本身有小问题，故该公司购入后一直没有用过它，但有关毛病现在已为摩尔所修理好，摩尔还给它重新上色。	[32]
至于导弹本身则已被「解除武装」，摩尔说：「基本上它只是一条粗管，内里的零件已全都没有了。	[]
美国威斯康辛一名中学生投诉暑期作业太多，令他承受「不公平的包袱」和「不必要的压力」，兼影响他的暑假大计，入禀法院要求禁止全州老师派发暑期家课。	[19]
17岁的拉森声称，去年夏天他本来找到一份夏令营辅导员工作，但微积分的家课令他承受极大压力，结果「没足够精力和时间应付」。	[]
其父支持他入禀，还担当其法律顾问。	[19]
他们所持理据是，只要全长180天的学年完结，学生就没必要再交家课。	[]
入禀状称：「这些学生还是孩子，但他们却受到日益增加的压力，要他们在多方面做到愈来愈高的成绩。	[19]
」该区教育委员会称，拉森修的是优等生荣誉课，做功课是必须的，校方没错。	[]
美国传媒报道，白宫可能将盖达组织领袖拉丹的悬红增加一位，由2500万美元增至5000万美元。	[]
美国《时代》周报道，美国国务院正在加强媒体攻势提醒阿富汗人和巴基斯坦人，拉丹的人头价值2500万美元。	[]
到2月底，美国白宫可能根据国会在11月份通过的议案，把拉登的悬赏金额增加一倍，从目前的2500万美元增至5000万美元。	[]
从这个月开始，美国国务院已经在巴基斯坦发行量很大的报纸《战斗报》（Jang）上张贴广告，悬赏捉拿拉登、拉登的副手扎瓦赫里、前塔利班领导人奥马尔以及其他11名恐怖嫌疑人。	[]
不久以后，美国国务院将在拉登可能藏身的阿富汗和巴基斯坦边境地区的电台和电视台投放广告。	[]
日本经济新闻周一报导，中国转变政策，呼吁北韩公布拥有浓缩铀以及核子发展计画。	[]
该报引用接近六方会谈的消息来源报导，北京在美国提供有关平壤核子计画的明确证据后，已改变立场。	[6]
针对北韩核子议题所召开的六方会谈，目前陷于停滞。	[6]
报导称，中国曾对北韩宣称无浓缩铀的声明表达支持。	[]
由两韩、中国、美国、日本与俄罗斯共同针对北韩核子问题举行的六方会谈，在去年夏天后毫无进展。	[6]
白宫上周三表示，希望北韩能尽速重返六方会谈。	[6]
官员及专家称，中国外交部副部长武大伟和印度外长萨兰（ShyamSaran）周一会面时，将朝向反恐和能源安全等更广泛的策略性议题方向探讨，以使稳定改善的双方关系更形拓展。	[6]
这场会谈料将触及伊拉克议题，以及因德黑兰核子计画而呈紧绷的美国与伊朗关系。	[]
一名印度外交部官员说：「主要的重点将在大方向的全球议题，这是拓展双边关系的机会。	[]
我们预料将就一系列主题交换意见，可能还将达成协议。	[]
」中国和印度将试图解决数十年来的边境和领土争议。	[]
此议题被视为增进双方关系的关键。	[]
双方的未决争议还包括对区域核子扩散的看法。	[]
外交政策分析家说，中印双方在持续处理边境争议和核武等争论议题的同时，均释出提升承诺的信号。	[]
杜塔表示，支持美国所领导反恐战争的新德里与北京，对美国在地区的激进主义都有所担忧。	[]
「中国尤其担心，因此希望拉其他国家参与对话，看看他们对美国的角色有何看法。	[]
印度显然是其盘算的一环。	[]
」印度Express报称，中印还计划讨论探勘中亚能源资源事宜。	[]
此次会商还将为中国总理温家宝3月的访印之行奠定讨论范围。	[6, 26]
随著两位王妃年龄增长，40年来没有新添男丁的日本皇室面临将来无人继承皇位之虞。	[]
此前，日本社会曾兴起是否应当修改宪法以允许女性继承皇位的讨论。	[]
日本《产经新闻》23日报道说，如今日本将考虑准许皇室过继一名男丁。	[]
危机皇室40年未添男丁日本现行法律规定，天皇位只能传给男性后嗣。	[]
然而，出生于1965年的文仁亲王───德仁皇太子唯一的弟弟，是皇室最后一名出生的男性。	[21, 21]
40年来，日本皇室就没有再添男丁。	[21]
2001年12月1日，皇太子德仁与皇太子妃小和田雅子结婚将近8年后生下女儿爱子。	[25, 21]
文仁亲王夫妇也只育有两个女儿，没有儿子。	[]
如果两位王妃今后还都不能生育男孩，那么皇位继承问题将在现行法律下遭遇危机。	[21]
过继政府考虑修改法律据《产经新闻》报道，日本政府正考虑让皇室从第二次世界大战后失去皇室头衔的皇室前成员中过继一名男性。	[]
一些皇室成员支持这一想法。	[]
《产经新闻》的消息来源是皇室成员。	[]
然而，皇室如若过继男丁，则意味著要修改现行法律。	[]
日本政府专门负责评估皇位继承问题的专家委员会将于25日召开第一次会议。	[6]
这个委员会预定在今年晚些时候向日本首相小泉纯一郎提交一份报告。	[]
女皇80％日本民众拥戴《产经新闻》认为，专家委员会有可能支持修改现行只准许男性继承皇位的法律，允许女性继承皇位。	[]
2004年底日本媒体曾报道说，为解决皇位继承危机，日本政府开始研究在近几年内修宪、允许女性继任天皇的可行性。	[]
自德仁和雅子的女儿爱子出生以来，日本民众有关修改法律、允许女性继承皇位的呼声越来越高。	[21]
日本历史上有过女天皇，最后一位女天皇于1762年至1771年间在位。	[30]
日本销量最大的《每日新闻》所做一项民意调查显示，大约80％的日本民众支持女性继承皇位。	[]
香港作为国际级城市，自然经常受到邻近地区，包括新加坡、深圳、上海、广州等挑战，当中以来自上海及新加坡两地的竞争，最为激烈。	[]
正当迪士尼乐园今年在港开幕之际，传闻上海却不让香港专美。	[]
有报道指出，上海迪士尼乐园经已选定好园址，料今年底至明年初开始动工。	[]
港物流业受广州深圳挑战香港《文汇报》日前引述消息人士指出，上海迪士尼乐园将落户上海浦东川沙工业园区内的西南片区域，预计今年底或明年初开始正式拆迁工作。	[]
据称，上海迪士尼面积大约10平方公里，位于浦东迎宾大道以南川沙路两侧，东面连接浦东国际机场，北面有地铁二号延长线、龙东大道、远东大道、迎宾大道和磁悬浮轨道线等交通干线。	[]
除了来自上海及新加坡在金融业方面的挑战外，香港在物流及港口业，亦受到广州及深圳的挑战，其中深圳盐田港和广州新白云机场，在成本优势的支持下，抢走了不少了香港的货运生意。	[]
德国总理施罗德说，绝不能通过军事手段来解决有争议的伊朗核问题，而是要继续寻求政治解决的途径。	[4]
施罗德在执政党社民党议会党团新年招待会上说，伊朗核问题绝不允许走到军事干预这一步。	[4]
国际社会在阿富汗和伊拉克问题上还远未找到和平解决的途径，没人愿意再来一场新的武力冲突。	[4]
施罗德还说，中东问题在２００５年存在机遇，有望朝和平解决的方向迈出关键的步伐，但这需要美国政府为和平进程注入新的活力并表现出决心。	[]
美国总统布殊将于２月访问德国并与施罗德会谈，伊朗和伊拉克问题将是双方会谈的重点。	[6]
台湾总统陈水扁周二正式对外宣布，指定高雄市长谢长廷为新任行政院长，谢长廷将负责筹组新内阁。	[29]
谢长廷为现任高雄市长，1946年出生，曾经担任台北市议员，立法委员及民进党党主席。	[21]
前任行政院长游锡（方方土）及其内阁成员已经于1月24日宣布总辞。	[28]
根据宪政惯例，行政院长及其内阁成员在新选出的立法委员正式就职之前应总辞，台湾新任立法委员已经在去年12月11日经由选举产生，即将在2月1日宣誓就职。	[30, 28, 27, 30]
根据宪法，行政院长是台湾最高行政首长，由总统任命担任，不需经立法院同意。	[]
行政院长负责提名各部会首长，政务委员及行政院副院长，由总统同意任命。	[29]
40岁英国男子皮尔逊在海啸灾难后恶作剧，向一些海啸失踪者的家属朋友发放内容虚假的电邮，冒充身处泰国的英国外交部官员，佯称他们的失踪亲朋已死，周一在伦敦被判监6个月。	[22]
皮尔逊共发出35个虚假电邮，他承认，有关失踪者家属的联络方法，是从英国天空频道电视台的海啸寻人网站处得到。	[]
他在认罪后致歉，又声称是他个人的不幸遭遇，令他做出这种疯狂行为。	[]
「我向所有受我伤害的人道歉。	[]
出现今次事件，与我过去十多年的连串不幸有关。	[]
我儿在1991年丧生在12月21日，我的12岁儿子又几乎死了，我的舅父则在12月20日死了。	[22, 22, 22]
」东南亚8小时两6级地震另外，东南亚周一在8小时内发生了两次同样为6.3级的地震，在印尼和印度安达曼群岛一度引发海啸恐慌，幸仅属虚惊，只带来轻微破坏。	[]
美籍华裔电脑教授姚期智是首名夺得「杜林奖」（TuringAward）的华人，该奖在计算机科学界等同诺贝尔奖，这名「电脑诺贝尔奇才」，原来最初是读物理出身。	[]
他自中学已喜欢科学，大学时更视物理学家杨振宁为偶像，理所当然考取物理学博士学位。	[]
受身边爱妻储枫影响，姚期智毅然决定放弃物理学的研究「半途出家」，「由零开始」转读计算机科学，一段夫妻关系因缘际会下，造就了这位电脑界奇葩。	[]
姚期智今年获中文大学邀请任博文讲座教授，是继物理学家杨振宁、数学家丘成桐及经济学家JamesA.Mirrlees后，中大第四名国际级教授出任博文讲座教授。	[30, 30]
封杨振宁为偶像于上海出生的姚期智，在香港念小学一年级，50年代到台湾升学。	[21, 26]
他忆述，中学时很多同学都想做科学家，当时人人都崇拜爱因斯坦。	[]
记得高中时读到《相对论》，就令他眼界大开，「那时感到一种喜悦，是从任何别的事情得不到的，我领略到读书的快乐」。	[]
后来，杨振宁夺得诺贝尔物理学奖，成为姚期智的偶像，也令他决定要在大学选读物理。	[]
于大学读物理，姚期智形容「比读什么小说电影更有意思」。	[]
可是，几经艰苦取得物理学博士学位后，只做了一年研究，26岁那年，他便转修计算机科学，「半途出家」全因受爱妻影响。	[]
爱妻薰陶迷上电脑当时，他的妻子也是麻省理工大学数学博士，正替一名从事计算机理论研究的教授工作。	[]
「夫妻都做科学研究，于是便有机会大家谈一谈，所以很自然就接触到（计算机科学）。	[]
」在妻子担任导师细心指导下，姚期智花两年便念完计算机科学博士学位，最后更「青出于蓝」。	[]
谈起妻子，姚期智不禁笑得甜丝丝。	[]
姚期智2000年凭吁「模拟现实中的洗牌效应，用于电脑成为难以破解的密码保安技术」，成为「电脑诺贝尔奖」首名华人得奖者。	[]
他说，得奖至今4年，奖项对他的专业影响不大，不过「获奖以后，我变成了这行里面的代表，所以有机会让别人知道，我们这一行到底做什么」。	[]
在西方外交人员表示，国际原子能总署（IAEA）正在调查埃及一钸实验室之后，埃及周二坦承并未向联合国核子监督机构透露部分研究内容。	[]
钸可以用来制造核子武器。	[]
官方的中东通讯社（MENA）引述一位不愿具名的埃及官员的话，重申该国的核子计画纯为和平用途的政府立场。	[]
它说，埃及「完全坚守它与国际原子能总署之间的协议；	[]
并称，「因在诠释部分履行协议时出现了歧异，以致未能将正在进行以及批准进行的部分实验和研究活动告知IAEA，」这件事情已经透过埃及与IAEA之间的完全合作和透明化获得解决。	[]
西方外交人员上周五表示，IAEA检查人员正在埃及检查一所处理钸元素的实验室。	[]
他们说，IAEA在获悉埃及科学家从事未经报备的铀实验之后，派出检查人员以便了解实情。	[]
MENA指出，大部分的实验及相关活动均是在很久以前进行的。	[]
埃及原子能主管机构所长伊斯兰（AlyIslam）周一否认外交人士指称、有检查人员在埃及的说法。	[]
他说，所有埃及的活动都符合协议的范围。	[]
叛乱份子周二公布了一卷显示一名美国人质讨饶的录影带，激进份子则在巴格达暗杀一名高级法官，显示破坏周日关键选举的暴力活动更激烈。	[22, 4]
这卷影带播出了美国约聘人员哈卢姆斯（RoyHallums）对着镜头求助的神情，他当时盘腿坐在地板上，并焦急地揉搓双手，影带拍摄的时间不明。	[]
哈卢姆斯11月1日与五位同僚在巴格达一同遭到绑架。	[]
「我被伊拉克一个反抗团体所逮捕，」这名穿着便服的56岁人质在影带中说到。	[]
他的胡须花白，声音也在颤抖。	[]
当他说话时，一只步枪枪管距离他的头只有数英尺。	[]
与其他伊拉克人质影带不同的是，这卷影带未出现代表任何团体的旗帜或布条，同时也未提出任何要求。	[]
这也是自哈卢姆斯与其同僚被绑后，他出现的第一卷影带。	[]
他的四名同僚已经获释，另一名菲律宾人下落不明。	[]
六人都为一家与美军签约的沙乌地（沙特）食品公司工作。	[]
另一方面，根据警方消息来源，法官沙米里（QaisHashimShameri）与其子则在上午交通尖峰时间离家时，遭到暗杀。	[26, 22]
这次攻击再次显示，叛乱份子攻击伊拉克临时政府心脏的能力。	[22, 4]
美国纽约联邦法院周一落案起诉8名涉嫌参与海洛英等毒品买卖、运输的缅甸华裔毒枭。	[11]
检控官指8名被告是「佤族反抗军」贩毒集团的中坚力量，他们涉制造毒品非法运输全球，仅美国20年来的零售额已超过10亿美元（约78亿港元）。	[26]
当局还要求没收被告资产，包括一间在香港和中国大陆有业务的公司。	[]
毒品运全球美零售额逾78亿被起诉的8名华人分别来自两家人，包括魏舒康、魏舒龙、魏舒英、包玉生、包华江、包玉毅、包玉亮和包玉华，均出生于中国大陆，现居于在缅甸。	[26, 11, 21]
纽约东区联邦法院表示，「佤族反抗军」是全球最大的海洛英制造及贩运组织之一，仅2004年制造的鸦片就高达180吨。	[]
其中一名被告魏舒康，自2000年起即被美国政府视为要密切注视的「毒品首领」，已悬赏200万美元通缉归案。	[]
被告一旦被拘捕及定罪，将分别面临10年至终身监禁，以及各被罚款高达400万美元，没收财产总额将超过1亿3百万美元。	[10, 12, 10, 15]
当局还要求没收他们旗下一间在中国、香港、泰国及缅甸均有业务、名为「HongPangGroup」的公司。	[]
国家体育总局昨天突然宣布，把奥运跳水金牌选手田亮开除出国家跳水队。	[28]
国家队指田亮违反纪律，私自与其他公司签订商业合约，更一改以往队员须把商业收益与国家队摊分的做法，且以个人名义出席商业活动。	[]
田亮发声明反击，指在加盟英皇娱乐集团一事上，曾多次向国家队汇报，暗示自己是因为卷入高层斗争而被踢出局。	[]
国家游泳中心昨日上午召开记者会，宣布把田亮开除出国家队，游泳中心指田亮私自与其他公司签约属违规，且经多次劝告仍「屡教不改」。	[28]
游泳中心主任李桦表示，在决定开除田亮之前，曾经与田亮会面，但发觉田亮仍无悔意。	[28, 6]
国家队又透露，十月份国家跳水队进入集训，田亮以身体疲劳为理由告假半年，跳水队批准其申请，但田亮却在病假期间「过多地」参加商业活动，部分活动更在未徵询国家队的同意下出席。	[]
国家队严厉批评田亮作为名人，「对自己要求不严，在社会中产生不少负面影响。	[]
」新华网报道，指田亮涉犯五大错误而被除名，他以往的所有商业活动收入，都是跟游泳中心和中国跳水队平分，但在雅典奥运后，田亮却在未向主管报告下以个人名义出席商业活动。	[28]
报道指中国跳水队此时此刻亦不再需要田亮，虽然田亮在○四年的多次国际赛中风光无限，但他在雅典奥运十米台决赛中，却连续三个动作出现瘕疵，最后输了给队员胡佳，显示其霸主地位开始动摇，加上他年纪渐长，预计○八摘金机会不高，国家队亦希望换新血。	[]
外电更引述游泳中心一名人士说：「他一而再、再而三的违反队规，让我们很难相信他反省的深度。	[]
」另一方面，正与教练张挺在西安训练的田亮，即时以个人名义发公开信回应，指突遭开除令他震惊，「这个消息让我震惊！	[]
我感到特别伤心难过我对中国跳水队充满感情，对教练、领队和中心领导充满了感激之情，只是突然，我不再是国家队员了，这让我有点无所适从，感情上一时难以接受。	[]
」张挺又表示，会支持田亮在陕西继续训练，为随时复出作准备，他力指田亮「二十五岁保持如此好的状态不容易，但他素质很好，仍有潜力可挖，只要他不放弃，还能为国家作贡献。	[]
」田亮称，在经纪人和英皇事情上，曾多次向国家队汇报。	[]
他又要求大家不要把他跟郭晶晶比较，「除了在各自项目上的发展趋势不同外，我和她最根本的区别在于我的教练张挺不知何种原因，自从雅典会后也被国家队拒诸门外，而她的教练始终都在国家队任教，国家队有没有我的教练，对我来说至关重要。	[28]
」他表示，希望能重返国家队，今年会集中为全运会做训练准备，但最终目标仍是○八奥运。	[]
美国洛杉矶一名男子企图自杀，将汽车停在路轨上，造成两列火车相撞，导致最少10死，超过180人受伤。	[22, 22, 24]
事故在当地时间26日清晨6时许发生，出事现场位于格兰岱尔市（Glendale）与洛杉矶交界的铁路上。	[]
当地警方表示，两列火车相撞的起因，是一名25岁男子把自己的汽车停在路轨上企图自杀造成。	[22]
不过，该名男子临时改变自杀念头，匆匆下车后，停在铁轨上的车恰好被驶经的火车撞个正着，火车撞到汽车后出轨，再撞向对面行车线另一列火车，导致该列火车亦出轨，并且波及停在旁边的另一卡货卡。	[22]
警方表示，该名男子目睹了肇事的全部过程，他已经被警方拘捕，将被控以杀人罪名。	[10, 11]
出事之后，至少300名救援人员赶到现场抢救，但由于部份翻侧的车厢扭曲变形、到处都是玻璃碎片，加上下雨，增加了抢救的难度。	[]
现场已成立救援中心，约有35辆救护车把一百余名伤者分送往附近各医院救治，当中数十人伤势严重。	[26, 24]
北京朝阳区一间幼儿园，一名教师强令班上20名小朋友集体脱光衣服罚企。	[]
25日中午，一名家长接儿子放学时，孩子不停地打瞌睡，一问之下才知道他午睡时间被罚企，还说老师要求他们全班小朋友全部脱光罚企。	[]
该名家长起初以为孩子撒谎，直到昨天上午送孩子时，见到其他十几个家长议论此事，才知道罚企一事属实。	[]
家长们说，当天中午午饭后，班主任王老师发现有漱口杯没有放回原处，便逐一询问是谁干的，孩子们都说不是自己干的，王老师让他们在教室里脱衣服罚企，全班21个孩子，只有一个新转来的小孩没有脱衣，其他人全部脱得只穿小裤，没穿小裤的就光着身子。	[]
站了10分钟几个孩子开始哭，王老师才让他们回休息室睡觉。	[26]
幼儿园园长王慧民说，王老师告诉她，当日除漱口杯一事外，更主要的原因是有个孩子大便后未冲水，王老师发现马桶里没有厕纸，就问孩子们谁没擦屁股，孩子们都不承认，于是她才让孩子们一起脱去裤子查看，没想到孩子们全脱光了。	[]
王慧民说，王老师当时应逐一单独查看，不该让孩子们集体脱裤，为此她召开了全园会议，对王老师提出了批评。	[6]
"不过，有家长称，脱裤子检查屁股的事情王老师几个月前已经做过一次，孩子应该不会把""脱裤子""当成""脱光衣服""。"	[]
美国国务院发言人包润石周二（25日）重申，鉴于中国的人权状_未有改善，美国反对欧盟解除长达15年的对华武器禁运。	[]
他说：「鉴于中国的人权纪录，我们认为现在解除禁令并非正确的政策决策，也非恰当时机。	[]
」在包润石发表上述讲话之前，美国候任国务卿赖斯等官员刚与到访的德国外长费希尔和英国外相施仲宏举行会谈。	[6]
施仲宏表明支持解除对华武禁。	[]
国家体育总局日前宣布将田亮逐出国家跳水队后，在内地惹起极大回响，民众大多支持田亮继续留在国家跳水队。	[28]
相对于前日的强硬态度，体育总局高层昨日突然口风有转，强调现阶段只是不再保留田亮国家队队员身份，只属调整回省队，并非开除。	[28]
由于省队与国家队运动员在名誉地位上有极大的分别，令田亮极力争取回归国家队。	[]
田亮现时所属的陕西省体育局局长李明华昨日为事件「降温」。	[]
李澄清田亮并非被国家队开除，而是正常的调整。	[28]
他指出田亮被国家队取消队员资格，完全是基于田亮年龄偏大；	[]
而田亮在奥运会后进行适当的休息及调整实是无可厚非，他又表明会尽一切努力为田亮创造训练条件，为田亮争取早日重返国家队作准备。	[]
至于前日在记者会上以强硬语气批评田亮严重违规的国家体育总局游泳中心主任李桦，昨日亦大转口风，重申现阶段仅不再保留田亮国家队队员身份，调整回省队，并非开除，两者意义上有区别。	[28]
省队薪金伙食差距大田亮力争返回国家队，不仅是声誉攸关，其实省队与国家队运动员在薪金及伙食方面均有极大差距。	[]
省级运动员可以向国家领取薪金，若运动员曾夺世界级奖牌，人工就会更高，可达六千至一万元月薪。	[]
虽然国家队运动员没有薪金，但由于出色运动员每多同时兼有省级运动员身份，所以亦可每月获发薪金，同时可以代表国家出选世界性的比赛如奥运会，若该运动员取得第一名，可获发二十万元奖金，另外还有商业机构的赞助及成名后难以估计的利益。	[31]
至于在伙食方面，省队与国家队的分别更大，如广东省的跳水训练中心，运动员需起码曾夺全国赛冠军，才可以进入一所名「冠军楼」的地方用膳，未夺过此级数的运动员则只可望门兴叹。	[26]
多次发生偷窥事件的香港大学校园，昨日再发生类似事件。	[]
两名女学生进入校园一个女厕时，赫见一名可疑男子在厕格外徘徊，即惊呼求助，并企图阻止男子离开；	[26]
其间男子发难咬伤及推跌两女生，逃去无踪，警方正追缉疑为瞥伯的年轻男子。	[4, 24, 4]
下午3时事发黄克竞楼案中两名女学生分别姓周（24岁）及姓陈（20岁），她们与男子纠缠时，分别被咬伤手腕及被击伤左眼，幸无大碍，毋须送院。	[4, 24, 4, 24, 26]
警方根据两女提供资料，正追缉一名年龄20至22岁、身高5尺4寸、载黑色鸭舌帽、身穿黑衣外套及牛仔裤的大眼睛男子。	[]
现场为港大黄克竞楼一个女厕。	[]
昨午3时02分，周、陈两女结伴往如厕，当她们推门入内，却发现一名可疑男子在厕格外徘徊。	[26]
两女惊呼求救，男子见状欲冲出女厕逃走。	[26]
两女站在门前欲将男子拉住，但男子却分别把她们咬伤及推跌，逃之夭夭。	[4, 24, 4]
两女定下神来，通知保安员报警。	[]
警员接报到场调查，惜无发现疑人。	[]
两年内5宗怀疑偷窥事件港大过去两年内已至少发生5宗怀疑偷窥事件。	[]
其中在03年11月底，一名19岁一年级生疑在图书馆新翼低座1楼女厕偷窥被捕，经审讯后罪名不成立获释。	[10, 20, 17]
有关当局周四说，把汽车停在铁轨上企图自杀，因而导致列车对撞的加州男子阿瓦雷兹（JuanManuelAlvarez）可能面临死刑。	[22, 18]
这起重大事故造成11人丧生。	[22]
洛杉矶郡检察官库利说，已对阿瓦雷兹提出11项谋杀罪名指控。	[11]
这些指控附带提到「特殊状况」，表示阿瓦雷兹若被判有罪，检察官可能决定对他求处死刑。	[11, 12, 18]
这起发生在洛城以北的火车相撞事故还造成200人受伤。	[24]
